repo_full_name,login,degree_centrality,betweenness_centrality,classification,num_collaborators
CodeForAfrica/ui,chatgpt-codex-connector[bot],0.4286,0.0,core,3
CodeForAfrica/ui,koechkevin,0.5714,0.0476,core,4
CodeForAfrica/ui,kelvinkipruto,0.5714,0.0476,core,4
CodeForAfrica/ui,github-advanced-security[bot],0.2857,0.0,periphery,2
CodeForAfrica/ui,maquchizi,0.2857,0.0,periphery,2
CodeForAfrica/ui,thepsalmist,0.1429,0.0,periphery,1
CodeForAfrica/ui,VinneyJ,0.1429,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,kilemensi,0.8,0.8381,core,12
CodeForAfrica/sensors.AFRICA,thepsalmist,0.2667,0.1952,core,4
CodeForAfrica/sensors.AFRICA,VinneyJ,0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,gideonmaina,0.1333,0.0095,periphery,2
CodeForAfrica/sensors.AFRICA,m453h,0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,usmanbiu,0.1333,0.0524,periphery,2
CodeForAfrica/sensors.AFRICA,dependabot[bot],0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,kelvinkipruto,0.1333,0.0,periphery,2
CodeForAfrica/sensors.AFRICA,koechkevin,0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,esirK,0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,nerdlet,0.3333,0.1429,core,5
CodeForAfrica/sensors.AFRICA,KobbyMmo,0.1333,0.0,periphery,2
CodeForAfrica/sensors.AFRICA,chegejames,0.2,0.0,core,3
CodeForAfrica/sensors.AFRICA,karimkawambwa,0.2,0.0,core,3
CodeForAfrica/sensors.AFRICA,mtuchi,0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,DavidLemayian,0.0667,0.0,periphery,1
codeforamerica/form-flow,dependabot[bot],0.25,0.0,periphery,1
codeforamerica/form-flow,cram-cfa,0.5,0.1667,core,2
codeforamerica/form-flow,ShaynaCummings,0.25,0.0,periphery,1
codeforamerica/form-flow,jnf,0.25,0.0,periphery,1
codeforamerica/form-flow,mtodd-cfa,0.25,0.0,periphery,1
codeforamerica/vita-min,embarnard,0.5714,0.0476,core,4
codeforamerica/vita-min,spompea-cfa,0.7143,0.1429,core,5
codeforamerica/vita-min,DrewProebstel,0.4286,0.0,periphery,3
codeforamerica/vita-min,tahsinaislam,0.5714,0.0476,core,4
codeforamerica/vita-min,mpidcock,0.8571,0.5714,core,6
codeforamerica/vita-min,anisharamnani,0.2857,0.0,periphery,2
codeforamerica/vita-min,mrotondo,0.1429,0.0,periphery,1
codeforamerica/vita-min,jachan,0.1429,0.0,periphery,1
codeforamerica/tofu-modules-aws-serverless-database,jamesiarmes,1.0,1.0,core,5
codeforamerica/tofu-modules-aws-serverless-database,robdiciuccio,0.2,0.0,periphery,1
codeforamerica/tofu-modules-aws-serverless-database,github-actions[bot],0.2,0.0,periphery,1
codeforamerica/tofu-modules-aws-serverless-database,copilot-pull-request-reviewer[bot],0.2,0.0,periphery,1
codeforamerica/tofu-modules-aws-serverless-database,github-advanced-security[bot],0.2,0.0,periphery,1
codeforamerica/tofu-modules-aws-serverless-database,powersurge360,0.2,0.0,periphery,1
codeforamerica/tax-benefits-backend,mrotondo,0.7143,0.487,core,10
codeforamerica/tax-benefits-backend,dfl,0.0714,0.0,periphery,1
codeforamerica/tax-benefits-backend,jamesiarmes,0.5714,0.1024,core,8
codeforamerica/tax-benefits-backend,DrewProebstel,0.4286,0.089,core,6
codeforamerica/tax-benefits-backend,tahsinaislam,0.4286,0.1484,core,6
codeforamerica/tax-benefits-backend,KathrynmHansen,0.0714,0.0,periphery,1
codeforamerica/tax-benefits-backend,powersurge360,0.4286,0.1529,core,6
codeforamerica/tax-benefits-backend,anisharamnani,0.3571,0.0132,core,5
codeforamerica/tax-benefits-backend,jnf,0.1429,0.0,periphery,2
codeforamerica/tax-benefits-backend,robdiciuccio,0.2857,0.0484,core,4
codeforamerica/tax-benefits-backend,mpidcock,0.1429,0.0027,periphery,2
codeforamerica/tax-benefits-backend,github-advanced-security[bot],0.0714,0.0,periphery,1
codeforamerica/tax-benefits-backend,jenny-heath,0.2143,0.0,periphery,3
codeforamerica/tax-benefits-backend,arinchoi03,0.1429,0.1429,periphery,2
codeforamerica/tax-benefits-backend,embarnard,0.0714,0.0,periphery,1
codeforamerica/pya,tahsinaislam,0.2,0.0,periphery,2
codeforamerica/pya,mrotondo,0.8,0.5333,core,8
codeforamerica/pya,dependabot[bot],0.1,0.0,periphery,1
codeforamerica/pya,anisharamnani,0.3,0.0,core,3
codeforamerica/pya,jamesiarmes,0.2,0.0,periphery,2
codeforamerica/pya,robdiciuccio,0.1,0.0,periphery,1
codeforamerica/pya,powersurge360,0.5,0.2333,core,5
codeforamerica/pya,DrewProebstel,0.6,0.2778,core,6
codeforamerica/pya,mpidcock,0.2,0.0,periphery,2
codeforamerica/pya,embarnard,0.1,0.0,periphery,1
codeforamerica/pya,jenny-heath,0.1,0.0,periphery,1
codeforamerica/honeycrisp-gem,jnf,0.0526,0.0,periphery,1
codeforamerica/honeycrisp-gem,mrotondo,0.0526,0.0,periphery,1
codeforamerica/honeycrisp-gem,arinchoi03,0.3684,0.4016,core,7
codeforamerica/honeycrisp-gem,powersurge360,0.0526,0.0,periphery,1
codeforamerica/honeycrisp-gem,mmazanec22,0.1053,0.0214,periphery,2
codeforamerica/honeycrisp-gem,jenny-heath,0.1053,0.0224,periphery,2
codeforamerica/honeycrisp-gem,stroopwafel79,0.0526,0.0,periphery,1
codeforamerica/honeycrisp-gem,Montana,0.0526,0.0,periphery,1
codeforamerica/honeycrisp-gem,sree-cfa,0.1053,0.0,periphery,2
codeforamerica/honeycrisp-gem,cy-by,0.1579,0.1053,core,3
codeforamerica/honeycrisp-gem,ash-rc,0.2632,0.3255,core,5
codeforamerica/honeycrisp-gem,bengolder,0.1579,0.1355,core,3
codeforamerica/honeycrisp-gem,fionatagious,0.0526,0.0,periphery,1
codeforamerica/honeycrisp-gem,hartsick,0.3158,0.2641,core,6
codeforamerica/honeycrisp-gem,bensheldon,0.1579,0.0263,core,3
codeforamerica/honeycrisp-gem,ericwbailey,0.0526,0.0,periphery,1
codeforamerica/honeycrisp-gem,lkogler,0.1579,0.0965,core,3
codeforamerica/honeycrisp-gem,bytheway875,0.1053,0.0224,periphery,2
codeforamerica/honeycrisp-gem,wschaefer,0.1053,0.0,periphery,2
codeforamerica/honeycrisp-gem,anule,0.0526,0.0,periphery,1
codeforamerica/asap_pdf,lkacenja,1.0,1.0,core,3
codeforamerica/asap_pdf,4dh,0.3333,0.0,periphery,1
codeforamerica/asap_pdf,allisonmorgan,0.3333,0.0,periphery,1
codeforamerica/asap_pdf,embarnard,0.3333,0.0,periphery,1
codeforamerica/document-transfer-service,jamesiarmes,1.0,1.0,core,4
codeforamerica/document-transfer-service,cram-cfa,0.25,0.0,periphery,1
codeforamerica/document-transfer-service,cy-by,0.25,0.0,periphery,1
codeforamerica/document-transfer-service,ShaynaCummings,0.25,0.0,periphery,1
codeforamerica/document-transfer-service,enyia21,0.25,0.0,periphery,1
codeforjapan/BirdXplorer,yu23ki14,0.8,0.9,core,4
codeforjapan/BirdXplorer,ayuki-joto,0.4,0.4,core,2
codeforjapan/BirdXplorer,osoken,0.2,0.0,periphery,1
codeforjapan/BirdXplorer,sushichan044,0.2,0.0,periphery,1
codeforjapan/BirdXplorer,stasfilin,0.2,0.0,periphery,1
codeforjapan/BirdXplorer,devin-ai-integration[bot],0.2,0.0,periphery,1
meshtastic/Meshtastic-Android,jamesarich,1.0,0.0,periphery,1
meshtastic/Meshtastic-Android,copilot-pull-request-reviewer[bot],1.0,0.0,periphery,1
meshtastic/web,danditomaso,1.0,0.8727,core,11
meshtastic/web,copilot-pull-request-reviewer[bot],0.3636,0.0273,core,4
meshtastic/web,nikolya-prodigy,0.0909,0.0,periphery,1
meshtastic/web,fresh3nough,0.0909,0.0,periphery,1
meshtastic/web,Pmmlabs,0.1818,0.0,periphery,2
meshtastic/web,dzienisz,0.1818,0.0,periphery,2
meshtastic/web,zeozeozeo,0.0909,0.0,periphery,1
meshtastic/web,jsacrist,0.0909,0.0,periphery,1
meshtastic/web,philon-,0.2727,0.0091,core,3
meshtastic/web,benallfree,0.1818,0.0,periphery,2
meshtastic/web,Azarattum,0.1818,0.0,periphery,2
meshtastic/web,github-actions[bot],0.1818,0.0,periphery,2
meshtastic/firmware,mverch67,0.3,0.1224,core,9
meshtastic/firmware,fifieldt,0.4,0.2301,core,12
meshtastic/firmware,Bandicoot,0.0333,0.0,periphery,1
meshtastic/firmware,jp-bennett,0.4,0.1472,core,12
meshtastic/firmware,thebentern,0.4333,0.1803,core,13
meshtastic/firmware,copilot-pull-request-reviewer[bot],0.6,0.4037,core,18
meshtastic/firmware,HarukiToreda,0.1333,0.0034,core,4
meshtastic/firmware,lewisxhe,0.0667,0.0,periphery,2
meshtastic/firmware,copilot-swe-agent[bot],0.0333,0.0,periphery,1
meshtastic/firmware,Xaositek,0.1667,0.0061,core,5
meshtastic/firmware,caveman99,0.2,0.0259,core,6
meshtastic/firmware,Ruledo,0.0333,0.0,periphery,1
meshtastic/firmware,vidplace7,0.1667,0.0677,core,5
meshtastic/firmware,ndoo,0.1,0.0008,periphery,3
meshtastic/firmware,Stary2001,0.1,0.002,periphery,3
meshtastic/firmware,derpyspike,0.0667,0.0,periphery,2
meshtastic/firmware,Komzpa,0.1,0.0667,periphery,3
meshtastic/firmware,phaseloop,0.0333,0.0,periphery,1
meshtastic/firmware,iannucci,0.0667,0.0,periphery,2
meshtastic/firmware,renovate[bot],0.1,0.0,periphery,3
meshtastic/firmware,NomDeTom,0.1667,0.0701,core,5
meshtastic/firmware,cpatulea,0.0667,0.0,periphery,2
meshtastic/firmware,h3lix1,0.0333,0.0,periphery,1
meshtastic/firmware,Patrickschell609,0.0333,0.0,periphery,1
meshtastic/firmware,oscgonfer,0.0667,0.0034,periphery,2
meshtastic/firmware,github-actions[bot],0.0333,0.0,periphery,1
meshtastic/firmware,notmasteryet,0.1,0.0034,periphery,3
meshtastic/firmware,hereismeaw,0.0333,0.0,periphery,1
meshtastic/firmware,Elwimen,0.1,0.0023,periphery,3
meshtastic/firmware,PhilipLykov,0.0667,0.0667,periphery,2
meshtastic/firmware,robekl,0.0333,0.0,periphery,1
civiform/civiform,renovate[bot],0.4667,0.2014,core,7
civiform/civiform,nb1701,0.1333,0.0,periphery,2
civiform/civiform,tallulahkay,0.5333,0.2237,core,8
civiform/civiform,shane-exygy,0.3333,0.0398,core,5
civiform/civiform,gwendolyngoetz,0.5333,0.2527,core,8
civiform/civiform,melanie-exygy,0.5333,0.2108,core,8
civiform/civiform,rockycodes,0.3333,0.0252,core,5
civiform/civiform,swatkat1,0.2,0.0019,periphery,3
civiform/civiform,fernandez-jack,0.0667,0.0,periphery,1
civiform/civiform,bion,0.2,0.2476,periphery,3
civiform/civiform,AlvieH,0.2,0.0294,periphery,3
civiform/civiform,shanemc-goog,0.1333,0.1333,periphery,2
civiform/civiform,dkatzz,0.0667,0.0,periphery,1
civiform/civiform,dependabot[bot],0.1333,0.0,periphery,2
civiform/civiform,CallaJune,0.1333,0.0056,periphery,2
civiform/civiform,transifex-integration[bot],0.1333,0.0,periphery,2
iiab/iiab,jvonau,0.8333,0.0167,periphery,5
iiab/iiab,Ark74,0.6667,0.0,periphery,4
iiab/iiab,orblivion,0.8333,0.0167,periphery,5
iiab/iiab,chapmanjacobd,0.8333,0.0167,periphery,5
iiab/iiab,holta,1.0,0.35,core,6
iiab/iiab,ZachLiebl,0.1667,0.0,periphery,1
iiab/iiab,Akatama,0.6667,0.0,periphery,4
