repo_full_name,login,degree_centrality,betweenness_centrality,classification,num_collaborators
CodeForAfrica/outbreak.AFRICA,KhadijaMahanga,0.4,0.0,core,2
CodeForAfrica/outbreak.AFRICA,KobbyMmo,0.2,0.0,periphery,1
CodeForAfrica/outbreak.AFRICA,gertie-sheshe,0.2,0.0,periphery,1
CodeForAfrica/outbreak.AFRICA,nerdlet,0.4,0.0,core,2
CodeForAfrica/sensors.AFRICA,gideonmaina,0.1333,0.0095,periphery,2
CodeForAfrica/sensors.AFRICA,usmanbiu,0.1333,0.0524,periphery,2
CodeForAfrica/sensors.AFRICA,kilemensi,0.8,0.8381,core,12
CodeForAfrica/sensors.AFRICA,thepsalmist,0.2667,0.1952,core,4
CodeForAfrica/sensors.AFRICA,VinneyJ,0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,m453h,0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,dependabot[bot],0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,kelvinkipruto,0.1333,0.0,periphery,2
CodeForAfrica/sensors.AFRICA,koechkevin,0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,esirK,0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,nerdlet,0.3333,0.1429,core,5
CodeForAfrica/sensors.AFRICA,KobbyMmo,0.1333,0.0,periphery,2
CodeForAfrica/sensors.AFRICA,chegejames,0.2,0.0,core,3
CodeForAfrica/sensors.AFRICA,karimkawambwa,0.2,0.0,core,3
CodeForAfrica/sensors.AFRICA,mtuchi,0.0667,0.0,periphery,1
CodeForAfrica/sensors.AFRICA,DavidLemayian,0.0667,0.0,periphery,1
CodeForAfrica/ui,kilemensi,1.0,0.3,core,5
CodeForAfrica/ui,chatgpt-codex-connector[bot],0.6,0.0,periphery,3
CodeForAfrica/ui,koechkevin,0.8,0.1,core,4
CodeForAfrica/ui,kelvinkipruto,0.8,0.1,core,4
CodeForAfrica/ui,github-advanced-security[bot],0.4,0.0,periphery,2
CodeForAfrica/ui,maquchizi,0.4,0.0,periphery,2
CodeforLeipzig/leipziggiesst,NucsuM,1.0,0.0,periphery,1
CodeforLeipzig/leipziggiesst,joergreichert,1.0,0.0,periphery,1
bikespace/bikespace,tallcoleman,0.8889,0.7917,core,8
bikespace/bikespace,sonalranjit,0.4444,0.0694,core,4
bikespace/bikespace,lifers,0.1111,0.0,periphery,1
bikespace/bikespace,dependabot[bot],0.2222,0.0,core,2
bikespace/bikespace,AlexGopal,0.1111,0.0,periphery,1
bikespace/bikespace,KangarooAlpha,0.1111,0.0,periphery,1
bikespace/bikespace,krhobeck,0.3333,0.2222,core,3
bikespace/bikespace,MichaelMifsudSweeney,0.1111,0.0,periphery,1
bikespace/bikespace,iainmcampbell,0.1111,0.0,periphery,1
bikespace/bikespace,xinweny,0.2222,0.0,core,2
choruslabs/chorus,dentropy,0.1429,0.0,periphery,1
choruslabs/chorus,MaanasArora,1.0,0.881,core,7
choruslabs/chorus,aryasadawrate19,0.1429,0.0,periphery,1
choruslabs/chorus,thomassth,0.2857,0.0,core,2
choruslabs/chorus,copilot-pull-request-reviewer[bot],0.2857,0.0,core,2
choruslabs/chorus,cplkake,0.1429,0.0,periphery,1
choruslabs/chorus,victorfbrito,0.4286,0.0238,core,3
choruslabs/chorus,Latte17,0.1429,0.0,periphery,1
civic-dashboard/civic-dashboard-web,antler-hat,0.0435,0.0,periphery,1
civic-dashboard/civic-dashboard-web,17cliu,0.6957,0.5323,core,16
civic-dashboard/civic-dashboard-web,joykare,0.0435,0.0,periphery,1
civic-dashboard/civic-dashboard-web,jiakamo,0.087,0.0,periphery,2
civic-dashboard/civic-dashboard-web,jeromegv,0.6957,0.554,core,16
civic-dashboard/civic-dashboard-web,garobrik,0.1304,0.0,core,3
civic-dashboard/civic-dashboard-web,yaelboyd,0.0435,0.0,periphery,1
civic-dashboard/civic-dashboard-web,anjali-bhaheeratha,0.0435,0.0,periphery,1
civic-dashboard/civic-dashboard-web,KarishmaChanglani,0.087,0.0,periphery,2
civic-dashboard/civic-dashboard-web,khushidahi,0.0435,0.0,periphery,1
civic-dashboard/civic-dashboard-web,sergeikofman444,0.2174,0.0349,core,5
civic-dashboard/civic-dashboard-web,mattorchard,0.1739,0.0171,core,4
civic-dashboard/civic-dashboard-web,mmythily,0.087,0.0,periphery,2
civic-dashboard/civic-dashboard-web,QuintinAu,0.0435,0.0,periphery,1
civic-dashboard/civic-dashboard-web,gurpreet11307,0.0435,0.0,periphery,1
civic-dashboard/civic-dashboard-web,hermanjustino,0.0435,0.0,periphery,1
civic-dashboard/civic-dashboard-web,sarmilan,0.087,0.0,periphery,2
civic-dashboard/civic-dashboard-web,oscarpinzon,0.0435,0.0,periphery,1
civic-dashboard/civic-dashboard-web,pliakhov,0.087,0.0,periphery,2
civic-dashboard/civic-dashboard-web,mgormley964,0.0435,0.0,periphery,1
civic-dashboard/civic-dashboard-web,Andre053,0.087,0.0,periphery,2
civic-dashboard/civic-dashboard-web,Khasir,0.087,0.0,periphery,2
civic-dashboard/civic-dashboard-web,melissaluc,0.1304,0.0,core,3
civic-dashboard/civic-dashboard-web,IlyaKreynin,0.0435,0.0,periphery,1
civiform/civiform,melanie-exygy,0.625,0.0357,core,5
civiform/civiform,shane-exygy,0.5,0.0,periphery,4
civiform/civiform,renovate[bot],0.375,0.0,periphery,3
civiform/civiform,rockycodes,0.75,0.2857,core,6
civiform/civiform,gwendolyngoetz,0.75,0.1429,core,6
civiform/civiform,tallulahkay,0.75,0.3214,core,6
civiform/civiform,SamRaymer,0.125,0.0,periphery,1
civiform/civiform,swatkat1,0.125,0.0,periphery,1
civiform/civiform,nb1701,0.25,0.0,periphery,2
codeforamerica/asap_pdf,lkacenja,1.0,1.0,core,3
codeforamerica/asap_pdf,4dh,0.3333,0.0,periphery,1
codeforamerica/asap_pdf,allisonmorgan,0.3333,0.0,periphery,1
codeforamerica/asap_pdf,embarnard,0.3333,0.0,periphery,1
codeforamerica/document-transfer-service,jamesiarmes,1.0,1.0,core,4
codeforamerica/document-transfer-service,cram-cfa,0.25,0.0,periphery,1
codeforamerica/document-transfer-service,cy-by,0.25,0.0,periphery,1
codeforamerica/document-transfer-service,ShaynaCummings,0.25,0.0,periphery,1
codeforamerica/document-transfer-service,enyia21,0.25,0.0,periphery,1
codeforamerica/efiler-api,mrotondo,0.8667,0.9238,core,13
codeforamerica/efiler-api,spompea-cfa,0.0667,0.0,periphery,1
codeforamerica/efiler-api,dependabot[bot],0.2,0.1333,core,3
codeforamerica/efiler-api,robdiciuccio,0.0667,0.0,periphery,1
codeforamerica/efiler-api,embarnard,0.0667,0.0,periphery,1
codeforamerica/efiler-api,nickedwards109,0.1333,0.0,core,2
codeforamerica/efiler-api,tahsinaislam,0.0667,0.0,periphery,1
codeforamerica/efiler-api,DrewProebstel,0.0667,0.0,periphery,1
codeforamerica/efiler-api,dfl,0.0667,0.0,periphery,1
codeforamerica/efiler-api,powersurge360,0.2,0.1333,core,3
codeforamerica/efiler-api,jamesiarmes,0.0667,0.0,periphery,1
codeforamerica/efiler-api,anisharamnani,0.1333,0.0,core,2
codeforamerica/efiler-api,martha-brandt,0.0667,0.0,periphery,1
codeforamerica/efiler-api,jenny-heath,0.2,0.0095,core,3
codeforamerica/efiler-api,arinchoi03,0.0667,0.0,periphery,1
codeforamerica/efiler-api,yejarinchoi,0.0667,0.0,periphery,1
codeforamerica/form-flow,dependabot[bot],0.3333,0.0,periphery,1
codeforamerica/form-flow,cram-cfa,0.3333,0.0,periphery,1
codeforamerica/form-flow,ShaynaCummings,0.3333,0.0,periphery,1
codeforamerica/form-flow,jnf,0.3333,0.0,periphery,1
codeforamerica/pya,dependabot[bot],0.2222,0.0231,periphery,2
codeforamerica/pya,embarnard,0.2222,0.0278,periphery,2
codeforamerica/pya,mrotondo,0.7778,0.3519,core,7
codeforamerica/pya,robdiciuccio,0.2222,0.0,periphery,2
codeforamerica/pya,DrewProebstel,0.7778,0.4352,core,7
codeforamerica/pya,tahsinaislam,0.2222,0.0,periphery,2
codeforamerica/pya,anisharamnani,0.3333,0.0,core,3
codeforamerica/pya,jamesiarmes,0.2222,0.0,periphery,2
codeforamerica/pya,powersurge360,0.4444,0.0509,core,4
codeforamerica/pya,martha-brandt,0.1111,0.0,periphery,1
codeforamerica/tax-benefits-backend,mrotondo,0.7857,0.3301,core,11
codeforamerica/tax-benefits-backend,MillerTimeToCode,0.0714,0.0,periphery,1
codeforamerica/tax-benefits-backend,DrewProebstel,0.5714,0.1222,core,8
codeforamerica/tax-benefits-backend,dfl,0.3571,0.0043,core,5
codeforamerica/tax-benefits-backend,nickedwards109,0.2857,0.0,periphery,4
codeforamerica/tax-benefits-backend,jamesiarmes,0.6429,0.1711,core,9
codeforamerica/tax-benefits-backend,tahsinaislam,0.5714,0.0782,core,8
codeforamerica/tax-benefits-backend,KathrynmHansen,0.1429,0.0,periphery,2
codeforamerica/tax-benefits-backend,powersurge360,0.4286,0.1493,core,6
codeforamerica/tax-benefits-backend,anisharamnani,0.3571,0.0358,core,5
codeforamerica/tax-benefits-backend,jnf,0.1429,0.0,periphery,2
codeforamerica/tax-benefits-backend,robdiciuccio,0.2857,0.0403,periphery,4
codeforamerica/tax-benefits-backend,martha-brandt,0.1429,0.0027,periphery,2
codeforamerica/tax-benefits-backend,github-advanced-security[bot],0.0714,0.0,periphery,1
codeforamerica/tax-benefits-backend,jenny-heath,0.1429,0.0,periphery,2
codeforamerica/vita-min,spompea-cfa,0.6,0.6,core,6
codeforamerica/vita-min,embarnard,0.4,0.2778,core,4
codeforamerica/vita-min,aikido-autofix[bot],0.1,0.0,periphery,1
codeforamerica/vita-min,arpitjain099,0.2,0.0444,periphery,2
codeforamerica/vita-min,robdiciuccio,0.4,0.2556,core,4
codeforamerica/vita-min,github-advanced-security[bot],0.1,0.0,periphery,1
codeforamerica/vita-min,aikido-pr-checks[bot],0.1,0.0,periphery,1
codeforamerica/vita-min,martha-brandt,0.2,0.0,periphery,2
codeforamerica/vita-min,mrotondo,0.1,0.0,periphery,1
codeforamerica/vita-min,DrewProebstel,0.3,0.2,core,3
codeforamerica/vita-min,tahsinaislam,0.1,0.0,periphery,1
codeforbielefeld/baumbie,andreascansee,1.0,0.0,periphery,2
codeforbielefeld/baumbie,barooney,1.0,0.0,periphery,2
codeforbielefeld/baumbie,HelenBielawa,1.0,0.0,periphery,2
codeforcologne/Denkmal-4D-Koeln,gorkemkurban,1.0,0.0,periphery,1
codeforcologne/Denkmal-4D-Koeln,ErtanOz,1.0,0.0,periphery,1
codeforjapan/decidim-cfj,takahashim,1.0,0.0,periphery,1
codeforjapan/decidim-cfj,ayuki-joto,1.0,0.0,periphery,1
codeformuenster/klimawatch,silberzwiebel,0.9,0.8889,core,9
codeformuenster/klimawatch,ubergesundheit,0.1,0.0,periphery,1
codeformuenster/klimawatch,thunfischtoast,0.3,0.0222,core,3
codeformuenster/klimawatch,chk1,0.1,0.0,periphery,1
codeformuenster/klimawatch,jonek,0.3,0.2,core,3
codeformuenster/klimawatch,jayAitch256,0.1,0.0,periphery,1
codeformuenster/klimawatch,webwurst,0.1,0.0,periphery,1
codeformuenster/klimawatch,dependabot[bot],0.1,0.0,periphery,1
codeformuenster/klimawatch,ghost,0.2,0.0,core,2
codeformuenster/klimawatch,ccauet,0.1,0.0,periphery,1
codeformuenster/klimawatch,marcel12bell,0.1,0.0,periphery,1
g0v/tw-rental-house-data,ddio,1.0,0.0,periphery,1
g0v/tw-rental-house-data,yellowsoar,1.0,0.0,periphery,1
iiab/iiab,orblivion,0.5714,0.0119,periphery,4
iiab/iiab,chapmanjacobd,0.7143,0.0675,core,5
iiab/iiab,Akatama,0.5714,0.0556,periphery,4
iiab/iiab,jvonau,0.7143,0.369,core,5
iiab/iiab,holta,0.7143,0.131,core,5
iiab/iiab,ZachLiebl,0.2857,0.0238,periphery,2
iiab/iiab,Ark74,0.5714,0.0556,periphery,4
iiab/iiab,pachecocordovamoiseseduardo-byte,0.1429,0.0,periphery,1
meshtastic/Meshtastic-Android,thebentern,0.3333,0.0,periphery,1
meshtastic/Meshtastic-Android,jamesarich,0.3333,0.0,periphery,1
meshtastic/Meshtastic-Android,Copilot,0.3333,0.0,periphery,1
meshtastic/Meshtastic-Android,copilot-pull-request-reviewer[bot],0.3333,0.0,periphery,1
meshtastic/firmware,vidplace7,0.303,0.18,core,10
meshtastic/firmware,NomDeTom,0.0909,0.0,core,3
meshtastic/firmware,copilot-pull-request-reviewer[bot],0.5758,0.567,core,19
meshtastic/firmware,caveman99,0.2727,0.1217,core,9
meshtastic/firmware,jp-bennett,0.2121,0.0868,core,7
meshtastic/firmware,thebentern,0.3939,0.2367,core,13
meshtastic/firmware,ianmcorvidae,0.0303,0.0,periphery,1
meshtastic/firmware,giannoug,0.0303,0.0,periphery,1
meshtastic/firmware,HarukiToreda,0.1515,0.0649,core,5
meshtastic/firmware,copilot-swe-agent[bot],0.0606,0.0,periphery,2
meshtastic/firmware,Quency-D,0.0303,0.0,periphery,1
meshtastic/firmware,cpatulea,0.0606,0.0,periphery,2
meshtastic/firmware,RCGV1,0.1212,0.1193,core,4
meshtastic/firmware,GUVWAF,0.0303,0.0,periphery,1
meshtastic/firmware,robekl,0.0303,0.0,periphery,1
meshtastic/firmware,renovate[bot],0.0909,0.0019,core,3
meshtastic/firmware,h3lix1,0.0303,0.0,periphery,1
meshtastic/firmware,fifieldt,0.1212,0.017,core,4
meshtastic/firmware,cvaldess,0.0909,0.0136,core,3
meshtastic/firmware,balya,0.0909,0.0694,core,3
meshtastic/firmware,oscgonfer,0.0303,0.0,periphery,1
meshtastic/firmware,RikerZhu,0.0606,0.0,periphery,2
meshtastic/firmware,Bjk8kds,0.0909,0.0009,core,3
meshtastic/firmware,Xaositek,0.1515,0.0066,core,5
meshtastic/firmware,mverch67,0.0909,0.0065,core,3
meshtastic/firmware,jaime-roldan,0.0303,0.0,periphery,1
meshtastic/firmware,kpmy,0.0303,0.0,periphery,1
meshtastic/firmware,Kongduino,0.0303,0.0,periphery,1
meshtastic/firmware,github-actions[bot],0.0303,0.0,periphery,1
meshtastic/firmware,dirkmueller,0.0303,0.0,periphery,1
meshtastic/firmware,Jord-JD,0.0303,0.0,periphery,1
meshtastic/firmware,weebl2000,0.0606,0.0,periphery,2
meshtastic/firmware,tanrax,0.0606,0.0,periphery,2
meshtastic/firmware,jessm33,0.0303,0.0,periphery,1
meshtastic/web,nikolya-prodigy,0.0769,0.0,periphery,1
meshtastic/web,danditomaso,1.0,0.8782,core,13
meshtastic/web,Copilot,0.1538,0.0,periphery,2
meshtastic/web,copilot-pull-request-reviewer[bot],0.3846,0.0385,core,5
meshtastic/web,dependabot[bot],0.1538,0.0,periphery,2
meshtastic/web,philon-,0.2308,0.0064,core,3
meshtastic/web,fresh3nough,0.0769,0.0,periphery,1
meshtastic/web,Pmmlabs,0.1538,0.0,periphery,2
meshtastic/web,dzienisz,0.1538,0.0,periphery,2
meshtastic/web,zeozeozeo,0.0769,0.0,periphery,1
meshtastic/web,jsacrist,0.0769,0.0,periphery,1
meshtastic/web,benallfree,0.1538,0.0,periphery,2
meshtastic/web,Azarattum,0.1538,0.0,periphery,2
meshtastic/web,github-actions[bot],0.0769,0.0,periphery,1
mysociety/ceuk-marking,struan,1.0,0.6667,core,3
mysociety/ceuk-marking,zarino,0.6667,0.0,periphery,2
mysociety/ceuk-marking,alexander-griffen,0.6667,0.0,periphery,2
mysociety/ceuk-marking,ajparsons,0.3333,0.0,periphery,1
oklabflensburg/oddfl,midzer,1.0,1.0,core,2
oklabflensburg/oddfl,p3t3r67x0,0.5,0.0,periphery,1
oklabflensburg/oddfl,roaldchristesen,0.5,0.0,periphery,1
oklabflensburg/open-data-api,Philzen,1.0,0.0,periphery,1
oklabflensburg/open-data-api,roaldchristesen,1.0,0.0,periphery,1
oklabflensburg/open-monuments-map,Copilot,0.2,0.0,periphery,1
oklabflensburg/open-monuments-map,p3t3r67x0,0.8,0.9,core,4
oklabflensburg/open-monuments-map,dependabot[bot],0.4,0.4,core,2
oklabflensburg/open-monuments-map,copilot-pull-request-reviewer[bot],0.2,0.0,periphery,1
oklabflensburg/open-monuments-map,roaldchristesen,0.2,0.0,periphery,1
oklabflensburg/open-monuments-map,dbo-monomorph,0.2,0.0,periphery,1
oklabflensburg/open-trees-map,roaldchristesen,0.25,0.0,periphery,1
oklabflensburg/open-trees-map,p3t3r67x0,0.5,0.5,periphery,2
oklabflensburg/open-trees-map,SteffensKunst,0.5,0.6667,periphery,2
oklabflensburg/open-trees-map,dbo-monomorph,0.25,0.0,periphery,1
oklabflensburg/open-trees-map,Pfannkuchensack,0.5,0.5,periphery,2
